	12202								13001								13101								13202								22408								22702								24603								25004-1								30907								
	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	
08.06.2025	471672.454	19.694	476598.636	462572.526	34.391	5.623	3.579	2.173	331399.112	13.784	334916.158	325083.229	24.093	8.185	6.157	2.772	462195.496	23.409	468515.424	452805.229	39.644	12.926	8.939	6.016	381396.353	18.957	386589.121	373823.572	32.153	12.847	10.153	6.085	955293.500	49.818	968166.829	936300.412	81.600	12.660	10.245	5.667	452585.977	29.498	460415.061	441960.358	48.275	18.364	12.150	8.180	531670.289	45.578	541913.672	520335.698	64.157	22.173	16.065	11.398	889990.841	60.416	905710.016	868770.013	97.596	19.017	16.886	10.278	721357.103	36.507	731061.069	706291.427	61.558	6.621	6.309	4.410	
01.07.2025	1525286.772	63.728	1541237.302	1495862.103	111.268	5.586	3.563	2.173	1082253.129	44.999	1093727.992	1061622.950	78.660	8.160	6.138	2.772	1508555.204	76.302	1529150.242	1477929.197	129.236	12.897	8.932	6.016	1244271.024	61.752	1261181.860	1219590.246	104.746	12.815	10.135	6.085	3134899.434	163.274	3177069.114	3072556.616	267.533	12.628	10.210	5.633	1481339.881	96.307	1506921.239	1446594.349	157.723	18.312	12.110	8.151	1745820.912	149.557	1779427.936	1708539.820	210.646	22.139	16.038	11.378	2914589.084	197.296	2965971.933	2845127.735	319.029	18.957	16.831	10.243	2363695.983	119.700	2395502.697	2314299.159	201.820	6.606	6.294	4.398	
08.07.2025	462786.201	19.340	467628.140	453858.869	33.766	5.572	3.549	2.162	329321.523	13.691	332812.152	323043.482	23.934	8.151	6.128	2.759	460608.671	23.284	466893.393	451260.930	39.440	12.887	8.903	5.990	379907.470	18.845	385067.859	372374.470	31.966	12.804	10.113	6.059	951287.560	49.535	964077.639	932366.293	81.171	12.619	10.207	5.643	450051.213	29.237	457819.144	439498.083	47.892	18.296	12.102	8.147	531238.180	45.500	541461.952	519888.597	64.096	22.129	16.031	11.372	883281.876	59.739	898844.581	862234.516	96.628	18.938	16.821	10.247	722108.206	36.576	731826.120	707014.408	61.667	6.600	6.287	4.388	
01.08.2025	1560467.352	65.258	1576816.655	1530369.303	113.915	5.534	3.533	2.162	1121991.119	46.630	1133872.278	1100597.524	81.520	8.125	6.108	2.759	1567495.166	79.121	1588844.862	1535709.786	134.036	12.854	8.894	5.990	1292899.013	64.029	1310428.353	1267289.963	108.622	12.771	10.095	6.059	3246694.466	168.870	3290265.135	3182092.208	276.802	12.585	10.180	5.633	1536610.026	99.562	1563084.600	1500615.422	163.207	18.242	12.061	8.118	1820242.879	155.796	1855244.348	1781291.681	219.595	22.095	16.004	11.351	3020548.498	203.729	3073672.829	2948611.461	329.845	18.881	16.766	10.211	2453989.714	124.378	2487025.050	2402662.902	209.687	6.585	6.273	4.385	
08.08.2025	162203.825	6.767	163895.428	159074.583	11.818	5.667	3.595	2.168	118255.881	4.939	119524.619	116007.084	8.625	8.462	6.373	2.818	159300.298	8.100	161490.732	156059.387	13.712	13.029	8.962	6.015	127139.040	6.309	128867.016	124617.692	10.702	12.815	10.145	6.102	316974.771	16.556	321239.763	310659.017	27.106	12.632	10.251	5.743	151719.865	9.869	154340.895	148160.447	16.160	18.323	12.130	8.170	179010.365	15.363	182461.755	175202.196	21.605	22.202	16.070	11.401	314385.290	21.611	319990.415	306883.270	34.751	19.325	17.092	10.310	240383.970	12.164	243617.473	235364.389	20.510	6.625	6.316	4.428	
01.09.2025	574636.703	23.934	580613.845	563551.406	41.818	5.753	3.641	2.180	423962.598	17.832	428561.923	415897.482	31.089	8.720	6.593	2.922	573559.408	29.454	581553.133	561846.968	49.809	13.281	9.050	6.039	434125.376	21.557	440031.326	425512.959	36.565	12.833	10.178	6.139	1081100.027	56.581	1095661.989	1059541.565	92.587	12.652	10.286	5.806	517878.107	33.759	526837.674	505718.860	55.246	18.367	12.215	8.237	614658.570	52.967	626556.121	601700.114	74.226	22.360	16.160	11.470	1123296.009	78.495	1143547.624	1096479.785	125.413	19.701	17.382	10.378	822108.353	41.504	833155.399	804981.008	70.003	6.682	6.377	4.488	
08.09.2025	388499.824	16.208	392551.933	381004.917	28.308	5.663	3.593	2.169	284219.792	11.882	287274.603	278815.424	20.745	8.506	6.425	2.878	397356.464	20.324	402867.689	389257.215	34.384	13.190	8.981	5.990	304925.383	15.116	309065.404	298882.767	25.642	12.796	10.124	6.084	757618.504	39.542	767802.595	742521.305	64.753	12.615	10.240	5.748	361471.306	23.497	367712.938	352993.398	38.482	18.309	12.162	8.196	429935.545	36.978	438243.728	420834.112	51.905	22.293	16.117	11.437	764466.876	52.722	778127.769	746221.964	84.673	19.401	17.140	10.300	588833.807	29.748	596748.626	576557.712	50.170	6.665	6.352	4.439	
01.10.2025	1251474.465	52.254	1264547.586	1227332.687	91.247	5.617	3.573	2.169	917440.971	38.267	927260.279	899992.176	66.844	8.404	6.336	2.837	1274112.823	64.804	1291659.455	1248207.217	109.702	13.058	8.927	5.970	1000201.801	49.502	1013756.351	980402.483	83.980	12.762	10.089	6.057	2488281.061	129.661	2521672.215	2438700.039	212.425	12.584	10.205	5.710	1185788.267	76.905	1206231.934	1158001.202	126.033	18.262	12.113	8.160	1411009.827	121.113	1438215.633	1380999.443	170.297	22.203	16.059	11.393	2435985.065	166.286	2479206.590	2377891.724	268.085	19.165	16.968	10.262	1949033.569	98.490	1975234.789	1908390.099	166.099	6.658	6.342	4.421	
08.10.2025	509545.694	21.305	514882.612	499717.819	37.191	5.543	3.528	2.151	372441.214	15.501	376401.591	365346.378	27.091	8.238	6.196	2.777	524141.014	26.526	531313.864	513508.933	44.926	12.941	8.857	5.930	419594.432	20.734	425270.069	411296.579	35.179	12.728	10.040	6.010	1046313.876	54.380	1060327.953	1025479.482	89.155	12.550	10.152	5.629	495516.853	32.048	504043.678	483917.944	52.561	18.205	12.050	8.112	589967.354	50.546	601321.675	577368.618	71.185	22.130	16.013	11.358	986766.647	66.645	1004142.050	963264.603	107.851	18.919	16.787	10.207	821989.718	41.575	833044.501	804832.785	70.108	6.635	6.316	4.387	
01.11.2025	1695618.522	70.996	1713431.500	1662924.631	123.896	5.465	3.483	2.135	1244136.710	51.690	1257299.583	1220409.627	90.372	8.100	6.081	2.731	1736953.643	87.258	1760493.509	1701841.479	147.880	12.763	8.785	5.905	1432275.625	70.611	1451595.104	1403993.756	119.817	12.677	9.992	5.976	3577171.705	185.470	3624950.478	3505939.465	304.276	12.500	10.101	5.584	1688527.618	108.744	1717499.195	1649072.364	178.549	18.118	11.980	8.061	2019850.102	172.624	2058615.207	1976473.419	243.617	22.019	15.940	11.302	3280618.237	219.337	3337961.589	3202618.717	356.161	18.685	16.614	10.152	2789649.176	141.315	2827194.147	2731333.187	238.256	6.597	6.279	4.364	
08.11.2025	491554.208	20.589	496722.234	482077.320	35.927	5.445	3.467	2.126	360669.453	14.979	364481.569	353789.667	26.191	8.073	6.059	2.728	503910.698	25.272	510724.707	493732.724	42.835	12.722	8.757	5.889	417792.539	20.584	423423.742	409546.158	34.929	12.664	9.975	5.961	1042250.497	54.006	1056160.844	1021495.125	88.616	12.486	10.088	5.574	494256.611	31.793	502729.918	482713.393	52.217	18.093	11.922	8.017	588918.781	50.303	600214.118	576255.602	71.024	21.993	15.923	11.289	953574.754	63.623	970218.023	930912.614	103.381	18.639	16.573	10.129	817902.536	41.451	828912.837	800797.260	69.882	6.586	6.265	4.345	
01.12.2025	1578045.721	66.158	1594672.498	1547631.312	115.419	5.394	3.445	2.126	1171262.352	48.602	1183613.502	1148910.141	84.998	8.006	6.000	2.698	1633205.150	81.636	1655195.010	1600273.869	138.406	12.644	8.719	5.870	1366441.655	67.198	1384817.796	1339503.360	114.040	12.623	9.940	5.939	3414308.638	176.613	3459772.856	3346300.967	289.934	12.445	10.048	5.542	1610810.994	103.239	1638357.005	1573250.511	169.722	18.019	11.883	7.991	1933386.927	164.939	1970418.155	1891701.517	233.121	21.939	15.883	11.258	3112631.183	206.851	3166804.775	3038726.813	336.542	18.551	16.496	10.085	2658213.168	134.892	2694020.060	2602549.892	227.381	6.554	6.235	4.329	
08.12.2025	478801.798	20.079	483850.032	469574.608	35.027	5.378	3.429	2.112	355184.232	14.735	358927.493	348405.176	25.771	7.988	5.986	2.694	496621.774	24.800	503300.573	486613.451	42.049	12.623	8.695	5.853	416185.034	20.455	421778.110	407983.417	34.715	12.610	9.922	5.922	1037828.837	53.658	1051638.752	1017155.110	88.098	12.432	10.036	5.535	490302.006	31.389	498680.110	478874.889	51.618	17.996	11.853	7.969	588281.077	50.170	599544.557	575587.872	70.929	21.924	15.872	11.250	943829.855	62.650	960243.165	921426.651	101.967	18.526	16.478	10.080	808704.180	41.054	819599.860	791763.340	69.200	6.544	6.225	4.320	
01.01.2026	1607580.923	67.470	1624564.876	1576611.228	117.679	5.332	3.409	2.112	1205895.889	49.993	1218582.165	1182872.598	87.449	7.934	5.940	2.672	1683045.113	83.862	1705616.214	1649168.870	142.211	12.573	8.682	5.853	1413091.654	69.328	1432040.253	1385276.940	117.666	12.571	9.903	5.922	3545880.293	183.031	3592955.767	3475225.354	300.647	12.392	9.997	5.507	1667251.990	106.361	1695671.614	1628457.536	175.059	17.924	11.817	7.945	2015504.253	171.728	2054053.943	1971928.201	242.971	21.883	15.840	11.225	3224523.921	213.363	3280478.289	3148052.487	347.607	18.459	16.416	10.041	2736652.623	139.095	2773546.743	2679257.811	234.424	6.514	6.198	4.310	
21.01.2026	1303236.592	54.727	1317024.864	1278136.622	95.442	5.301	3.378	2.089	980816.498	40.649	991126.903	962087.943	71.109	7.911	5.918	2.659	1375365.758	68.439	1393781.374	1347705.398	116.068	12.544	8.640	5.819	1154228.753	56.547	1169679.868	1131531.605	95.979	12.540	9.865	5.886	2882302.772	148.627	2920502.878	2824849.253	244.205	12.361	9.973	5.500	1355897.860	86.272	1378968.126	1324387.118	142.086	17.871	11.776	7.916	1644815.669	140.063	1676255.270	1609209.275	198.265	21.858	15.818	11.208	2621923.168	173.199	2667372.773	2559777.115	282.318	18.427	16.390	10.032	2235078.758	113.702	2265225.091	2188163.914	191.608	6.492	6.175	4.288	
01.04.2026	4419447.858	186.038	4466444.117	4334375.455	324.261	5.196	3.334	2.089	3384742.033	140.147	3420206.173	3320050.269	245.220	7.805	5.832	2.635	4750814.062	235.774	4814087.741	4655292.342	399.925	12.449	8.612	5.804	3981122.492	194.424	4034098.546	3902892.799	330.040	12.433	9.803	5.871	9984057.886	513.590	10115576.831	9784613.754	844.429	12.253	9.887	5.478	4674635.350	295.694	4753673.996	4566139.590	487.669	17.690	11.684	7.859	5749979.824	488.846	5859620.255	5625008.648	692.899	21.763	15.735	11.145	9102602.026	598.520	9259654.802	8886922.999	976.963	18.285	16.265	9.966	7728466.669	393.918	7832883.060	7566012.884	663.681	6.418	6.104	4.245	
21.04.2026	1145736.810	48.347	1157924.242	1123636.209	84.220	5.190	3.312	2.064	891126.903	36.895	900472.137	874104.332	64.558	7.835	5.843	2.605	1250388.787	61.973	1267051.423	1225304.156	105.128	12.459	8.570	5.773	1037947.004	50.553	1051743.354	1017619.536	85.822	12.413	9.773	5.840	2596117.582	133.352	2630278.733	2544276.628	219.345	12.233	9.872	5.475	1213688.871	76.414	1234187.631	1185631.491	126.161	17.659	11.675	7.855	1507110.741	127.998	1535846.096	1474311.526	181.584	21.760	15.727	11.138	2396742.794	157.413	2438148.066	2340057.904	257.034	18.323	16.286	9.961	2009474.793	102.573	2036630.313	1967160.846	172.789	6.408	6.094	4.235	
01.07.2026	3932711.281	166.615	3974699.195	3856722.642	289.977	5.119	3.282	2.064	3118182.458	129.015	3150832.507	3058604.572	225.781	7.784	5.809	2.616	4359502.066	215.506	4417415.471	4272190.327	365.629	12.403	8.576	5.773	3601159.693	174.655	3648783.494	3530847.708	296.540	12.322	9.729	5.840	9113471.745	466.890	9232775.205	8931239.046	768.542	12.142	9.794	5.437	4222655.668	263.944	4293611.471	4125419.330	436.467	17.514	11.624	7.826	5341431.360	452.694	5443090.877	5224722.620	643.325	21.689	15.659	11.086	8438069.320	551.623	8583410.197	8238844.697	901.956	18.233	16.206	9.920	6999360.782	357.928	7094051.276	6851730.471	602.821	6.364	6.053	4.219	
21.07.2026	967337.443	40.952	977656.659	948650.608	71.286	5.135	3.262	2.029	768430.131	31.829	776496.893	753753.733	55.687	7.868	5.869	2.613	1071457.683	53.036	1085725.922	1049992.474	89.975	12.446	8.548	5.756	869327.758	42.141	880818.124	852361.383	71.550	12.313	9.717	5.830	2201956.358	112.821	2230767.724	2157908.417	185.706	12.133	9.780	5.417	1020629.703	63.761	1037773.136	997134.554	105.449	17.503	11.598	7.808	1288856.366	109.263	1313398.078	1260715.606	155.239	21.708	15.664	11.090	2069449.067	135.843	2105215.672	2020541.842	221.850	18.336	16.276	9.932	1706379.091	87.245	1729461.530	1670393.451	146.941	6.368	6.054	4.208	
01.10.2026	3432061.940	145.561	3468747.750	3365723.085	253.272	5.097	3.246	2.029	2771782.463	114.821	2800886.737	2718845.052	200.885	7.875	5.875	2.613	3838848.759	189.801	3889905.293	3762005.281	322.014	12.424	8.547	5.756	3081753.731	148.958	3122322.323	3021714.060	252.927	12.241	9.682	5.830	7862945.586	402.254	7965422.408	7705435.837	662.410	12.064	9.726	5.403	3624083.551	225.407	3684730.808	3540829.852	373.127	17.399	11.574	7.799	4634607.869	392.360	4722762.311	4533163.354	558.089	21.666	15.614	11.052	7442468.843	487.704	7570930.612	7266664.192	796.890	18.297	16.237	9.907	6111353.260	312.588	6194047.154	5982431.770	526.447	6.356	6.045	4.214	
21.10.2026	1175521.915	50.080	1188141.390	1152758.711	87.049	5.021	3.191	1.999	949418.851	39.244	959338.716	931273.687	68.694	7.709	5.728	2.542	1322382.106	65.041	1339845.411	1295987.516	110.377	12.297	8.483	5.696	1087465.913	52.417	1101742.109	1066332.915	89.006	12.192	9.618	5.768	2774541.522	141.508	2810600.076	2718988.192	233.234	12.014	9.663	5.325	1271503.652	78.704	1292720.886	1242388.799	130.409	17.320	11.497	7.741	1634241.250	138.016	1665259.131	1598306.878	196.703	21.582	15.555	11.007	2548437.516	165.203	2592076.460	2488451.793	270.763	18.058	16.052	9.838	2177131.057	111.526	2206616.583	2131139.488	187.796	6.321	6.004	4.156	
01.01.2027	4092359.577	175.061	4136583.606	4013097.682	304.011	4.910	3.137	1.989	3348579.724	138.222	3383431.988	3284529.258	242.026	7.564	5.604	2.495	4607984.034	225.588	4668283.698	4516088.650	382.905	12.135	8.464	5.667	3863783.225	185.677	3914189.919	3788740.031	315.297	12.082	9.542	5.736	9925320.929	504.804	10053491.993	9726195.858	832.694	11.902	9.560	5.262	4526956.109	278.453	4601984.897	4423527.330	461.938	17.135	11.380	7.664	5872578.707	494.504	5983640.447	5742652.370	706.437	21.443	15.440	10.919	9027913.355	580.879	9181372.353	8815725.962	953.948	17.843	15.867	9.744	7722259.480	396.435	7827070.438	7558897.839	667.383	6.240	5.927	4.115	
21.01.2027	1123440.096	48.256	1135599.154	1101615.267	83.723	4.886	3.085	1.938	918861.233	37.894	928417.783	901293.063	66.367	7.535	5.573	2.470	1261144.056	61.554	1277620.001	1236079.433	104.491	12.106	8.439	5.647	1062522.839	50.923	1076361.596	1041952.359	86.472	12.052	9.515	5.716	2733502.993	138.729	2768743.012	2678691.424	228.984	11.873	9.535	5.250	1244949.557	76.151	1265546.183	1216652.247	126.459	17.087	11.335	7.631	1628726.107	136.844	1659504.978	1592583.160	195.844	21.414	15.413	10.898	2481944.058	158.945	2524072.920	2423805.299	261.347	17.802	15.834	9.733	2120127.704	109.053	2148920.323	2075180.367	183.547	6.219	5.906	4.095	
01.04.2027	3858139.619	166.220	3900069.972	3783147.769	288.197	4.821	3.059	1.938	3182202.646	131.140	3215229.325	3121332.051	229.714	7.445	5.494	2.435	4357616.444	212.203	4414262.983	4271024.110	360.251	12.019	8.410	5.620	3676198.850	175.761	3723811.368	3605037.054	298.462	11.954	9.449	5.689	9494960.685	480.975	9616674.908	9304153.912	794.327	11.774	9.450	5.211	4300307.269	261.763	4371030.458	4202706.255	435.058	16.928	11.275	7.599	5692941.322	477.426	5800261.248	5566114.368	684.273	21.320	15.326	10.832	8628060.702	550.413	8773876.447	8426067.060	905.892	17.676	15.724	9.679	7327139.703	377.497	7426842.723	7171671.792	635.246	6.152	5.842	4.061	
21.04.2027	1009220.262	43.572	1020187.613	989564.047	75.510	4.823	3.037	1.911	839163.047	34.581	847878.608	823117.857	60.575	7.476	5.508	2.410	1145397.577	55.697	1160296.000	1122695.176	94.559	12.029	8.381	5.602	957358.342	45.659	969744.850	938887.401	77.534	11.936	9.427	5.670	2474825.490	125.169	2506517.906	2425118.422	206.812	11.756	9.433	5.200	1115604.387	67.596	1133933.250	1090405.797	112.433	16.901	11.254	7.585	1491681.732	124.901	1519799.866	1458394.172	179.240	21.317	15.316	10.825	2271739.600	144.772	2310187.212	2218662.322	238.334	17.717	15.745	9.671	1903180.987	98.195	1929084.541	1862729.567	165.214	6.143	5.833	4.051	
01.07.2027	3525058.941	152.577	3563483.988	3456353.633	264.268	4.777	3.018	1.911	2954425.549	121.708	2985084.548	2897927.320	213.212	7.439	5.485	2.422	4022817.050	195.309	4075004.016	3943135.052	331.597	11.983	8.387	5.602	3345865.634	159.170	3388948.790	3281372.788	270.282	11.852	9.387	5.670	8706308.902	439.588	8817272.040	8531142.512	726.681	11.674	9.366	5.178	3921478.713	236.528	3985593.061	3833085.062	393.701	16.773	11.194	7.548	5288471.344	442.027	5387988.627	5170084.290	635.222	21.252	15.248	10.773	8051375.644	511.712	8187294.528	7863415.118	842.969	17.645	15.677	9.633	6681968.665	345.147	6773027.412	6539849.901	580.640	6.103	5.795	4.028	
21.07.2027	862425.767	37.312	871814.721	845611.922	64.632	4.796	3.001	1.879	725464.712	29.913	733007.421	711593.997	52.391	7.521	5.546	2.423	983409.728	47.765	996194.926	963945.964	81.095	12.021	8.356	5.584	802786.333	38.136	813118.467	787343.402	64.757	11.844	9.375	5.659	2097690.484	105.854	2124414.193	2055492.251	175.017	11.666	9.353	5.158	939975.699	56.574	955338.714	918839.041	94.198	16.765	11.184	7.541	1275418.255	106.555	1299430.421	1246864.898	153.183	21.270	15.252	10.776	1965284.680	125.261	1998576.054	1919390.354	206.208	17.743	15.745	9.645	1632468.260	84.353	1654712.105	1597728.721	141.900	6.107	5.794	4.014	
01.10.2027	3069833.431	133.046	3103305.206	3009935.916	230.373	4.773	2.991	1.879	2617176.596	107.927	2644393.452	2567137.378	189.023	7.530	5.552	2.423	3510150.922	170.240	3555724.611	3440771.773	289.043	11.997	8.360	5.584	2839056.136	134.481	2875457.649	2784564.481	228.344	11.778	9.344	5.659	7464974.637	376.110	7559727.111	7314636.496	622.143	11.602	9.307	5.156	3332998.295	199.666	3387273.766	3258293.518	332.681	16.670	11.157	7.528	4585163.069	382.423	4671399.871	4482259.107	550.500	21.232	15.204	10.740	7061523.898	449.191	7180999.855	6896794.277	739.825	17.709	15.709	9.622	5852464.406	302.524	5932233.295	5727883.397	508.892	6.097	5.786	4.009	
21.10.2027	1062817.054	46.279	1074462.442	1042043.919	80.050	4.702	2.939	1.851	900845.886	37.081	910179.165	883616.455	64.971	7.364	5.402	2.349	1220612.325	58.985	1236346.726	1196507.694	100.155	11.871	8.305	5.539	1004815.212	47.524	1017664.159	985543.245	80.693	11.731	9.290	5.614	2642245.174	132.799	2675691.541	2589038.992	219.833	11.555	9.246	5.081	1179011.412	70.430	1198155.919	1152626.275	117.396	16.596	11.059	7.454	1617487.653	134.671	1647840.217	1581060.952	194.121	21.146	15.145	10.694	2432170.062	153.324	2472955.118	2375582.745	253.060	17.456	15.513	9.551	2069902.634	107.107	2098144.948	2025811.832	180.149	6.064	5.751	3.977	
01.01.2028	3695877.362	161.784	3736619.904	3623519.679	279.521	4.618	2.904	1.851	3168587.518	130.234	3201337.989	3107989.311	228.270	7.239	5.294	2.308	4248814.077	204.287	4303136.195	4165117.799	346.897	11.728	8.266	5.503	3578447.931	168.709	3623941.540	3509916.650	286.435	11.630	9.212	5.572	9449681.612	473.554	9568595.094	9259114.580	784.611	11.453	9.151	5.025	4184641.168	248.446	4252146.387	4091294.252	414.461	16.430	10.985	7.407	5810456.264	482.309	5919138.411	5678896.814	696.848	21.023	15.042	10.616	8581612.253	536.655	8724619.084	8382726.734	887.317	17.283	15.367	9.487	7334121.434	380.356	7434433.111	7177684.683	639.582	5.990	5.682	3.940	
21.01.2028	1017963.679	44.724	1029205.633	997983.977	77.210	4.594	2.859	1.809	872490.082	35.833	881503.947	855811.322	62.819	7.212	5.266	2.288	1167986.962	56.014	1182895.341	1145046.936	95.119	11.700	8.229	5.478	987198.095	46.434	999728.869	968346.707	78.831	11.603	9.182	5.546	2619631.058	130.993	2652544.415	2566836.015	217.183	11.426	9.117	4.984	1149244.370	67.930	1167751.510	1123725.684	113.384	16.386	10.960	7.389	1611783.706	133.544	1641910.457	1575209.061	193.221	20.997	15.018	10.597	2364350.931	147.287	2403697.266	2309726.791	243.727	17.246	15.333	9.469	2018214.238	104.835	2045836.327	1975094.497	176.252	5.971	5.661	3.918	
01.04.2028	3524205.170	155.408	3563325.236	3454988.340	268.078	4.527	2.832	1.809	3058779.874	125.526	3090339.993	3000308.787	220.100	7.130	5.197	2.265	4102397.060	196.226	4154479.972	4021879.166	333.214	11.606	8.077	5.371	3462191.619	162.400	3505902.039	3396152.814	275.682	11.509	9.093	5.484	9223089.073	460.216	9338348.258	9036891.608	763.522	11.333	9.033	4.940	4032576.063	237.126	4097135.319	3943276.795	396.036	16.240	10.895	7.344	5712979.007	472.327	5819512.752	5582856.273	684.516	20.909	14.935	10.534	8333559.653	516.911	8471651.981	8141342.872	856.118	17.130	15.222	9.403	6995101.456	363.981	7091040.868	6845517.073	611.818	5.911	5.608	3.898	
21.04.2028	912604.322	40.314	922733.952	894649.549	69.515	4.528	2.803	1.775	793893.909	32.582	802089.801	778721.724	57.129	7.167	5.221	2.258	1070746.138	51.142	1084349.858	1049788.794	86.845	11.619	8.071	5.367	891949.086	41.755	903199.887	874984.141	70.875	11.494	9.083	5.481	2374355.203	118.336	2404002.502	2326438.947	196.398	11.318	9.022	4.939	1033475.596	60.558	1050005.060	1010682.937	101.180	16.217	10.866	7.323	1476220.539	121.894	1503749.595	1442561.107	176.826	20.911	14.928	10.529	2166155.137	134.306	2202117.063	2116280.922	222.460	17.180	15.256	9.408	1803736.589	93.959	1828481.153	1765115.896	157.916	5.904	5.600	3.887	
01.07.2028	3181608.521	140.914	3217046.359	3118977.235	242.847	4.484	2.785	1.775	2801007.865	114.922	2829909.359	2747476.290	201.517	7.132	5.196	2.258	3764645.766	179.521	3812341.380	3691017.584	304.846	11.570	8.121	5.400	3120394.671	145.682	3159583.474	3061148.437	247.260	11.418	9.054	5.491	8365088.647	416.146	8469101.652	8196072.318	691.057	11.246	8.958	4.907	3621270.391	211.185	3678916.914	3541658.991	353.021	16.101	10.807	7.281	5233220.140	431.281	5330646.764	5113546.633	626.551	20.848	14.862	10.479	7686991.221	475.325	7814256.155	7510183.459	787.731	17.106	15.179	9.354	6329463.271	330.085	6416405.020	6193851.356	554.700	5.869	5.564	3.859	
21.07.2028	778990.380	34.483	787653.977	763650.597	59.434	4.503	2.768	1.746	688315.695	28.267	695427.242	675159.276	49.555	7.215	5.256	2.255	911429.994	43.493	923005.307	893612.220	73.856	11.612	8.019	5.331	748951.401	34.924	758353.816	734757.642	59.272	11.412	9.022	5.450	2011903.050	100.066	2036912.934	1971252.798	166.183	11.241	8.948	4.890	868054.273	50.530	881868.691	849015.682	84.482	16.094	10.837	7.306	1262197.258	103.977	1285708.333	1233335.238	151.104	20.868	14.867	10.483	1873856.329	116.214	1904995.335	1830728.625	192.484	17.206	15.258	9.384	1501342.083	78.305	1521959.370	1469164.882	131.588	5.876	5.574	3.875	
01.10.2028	2791081.873	123.631	2822166.810	2736129.438	213.057	4.485	2.761	1.746	2490290.360	102.294	2516027.493	2442687.472	179.324	7.233	5.273	2.266	3311656.313	157.924	3353665.789	3246937.714	268.172	11.592	8.090	5.379	2670519.099	124.310	2703932.185	2619950.233	210.958	11.353	9.011	5.475	7207649.326	358.129	7296965.328	7061849.750	594.937	11.187	8.908	4.889	3082887.462	178.983	3131786.261	3015360.725	299.319	16.014	10.793	7.274	4540653.156	373.749	4625165.896	4436692.742	543.473	20.839	14.826	10.452	6765934.771	419.438	6878259.610	6610178.770	694.765	17.180	15.222	9.349	5452093.107	284.372	5526971.991	5335245.502	477.873	5.873	5.571	3.871	
21.10.2028	962247.192	42.832	973022.204	943269.634	73.737	4.419	2.711	1.720	855514.895	35.079	864334.688	839166.202	61.521	7.071	5.128	2.202	1146640.196	54.451	1161084.893	1124283.396	92.459	11.471	8.022	5.330	940955.066	43.696	952698.902	923182.660	74.145	11.310	8.950	5.419	2543811.134	126.014	2575253.252	2492388.902	209.540	11.143	8.849	4.815	1088499.766	62.931	1105716.090	1064750.483	105.280	15.946	10.702	7.205	1600981.535	131.474	1630710.679	1564192.183	191.509	20.753	14.768	10.407	2322636.653	142.571	2360844.556	2269412.537	236.604	16.935	15.036	9.294	1958839.579	102.280	1985773.543	1916830.727	171.856	5.841	5.534	3.830	
01.01.2029	3336836.480	149.312	3374438.283	3270926.382	256.762	4.344	2.687	1.720	2996724.881	122.692	3027577.469	2939494.667	215.251	6.954	5.033	2.179	3948613.499	186.586	3997989.471	3871879.746	316.804	11.343	8.055	5.349	3331148.719	154.180	3372503.593	3268379.313	261.573	11.219	8.902	5.414	9087655.685	448.789	9199373.287	8903771.431	746.997	11.049	8.762	4.767	3844058.755	220.824	3904475.073	3760578.577	369.617	15.795	10.642	7.164	5749977.114	470.541	5856401.614	5617156.867	687.177	20.632	14.666	10.330	8184167.522	498.364	8317963.471	7997542.544	828.228	16.771	14.898	9.234	6974060.714	365.019	7070201.038	6824280.038	613.157	5.774	5.467	3.780	
21.01.2029	919410.978	41.271	929791.128	901213.850	70.923	4.322	2.642	1.680	825265.541	33.772	833759.978	809509.773	59.256	6.929	5.008	2.161	1105390.301	52.082	1119184.216	1083983.559	88.425	11.308	7.917	5.256	923626.733	42.656	935076.419	906273.717	72.359	11.193	8.854	5.362	2517589.690	124.084	2548495.900	2466678.828	206.667	11.025	8.732	4.733	1060116.725	60.649	1076749.984	1037204.706	101.545	15.755	10.603	7.135	1594950.547	130.269	1624449.549	1558034.777	190.515	20.606	14.642	10.311	2257876.254	137.007	2294737.474	2206554.969	227.825	16.735	14.865	9.215	1912287.633	100.234	1938666.680	1871157.847	168.344	5.757	5.452	3.771	
